Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Analysis
Reactome_2022,RIPK1-mediated Regulated Necrosis R-HSA-5213460,1/31,0.1002682623878204,0.1928235815150392,0,0,9.901492537313432,22.772502698810975,FADD,Reactome Pathways
Cancer_Cell_Line_Encyclopedia,SNU840 OVARY,2/56,0.0155860552571749,0.1934951738024886,0,0,11.154882154882156,46.41968853471818,UPK1B;SPINK6,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,KYSE70 OESOPHAGUS,3/156,0.0161186479423977,0.1953426619685818,0,0,5.9665158371040725,24.628455314762117,HORMAD1;NTS;ADH7,Cancer Cell Line Encyclopedia
GO_Biological_Process_2023,Metal Ion Transport (GO:0030001),2/171,0.1149890358041339,0.1961577669599931,0,0,3.54366146673839,7.664650929962913,SLN;CACNA1S,GO Biological Process
GO_Biological_Process_2023,Regulation Of T Cell Mediated Cytotoxicity (GO:0001914),1/36,0.1154849581798632,0.1963244289057674,0,0,8.484861407249467,18.315549019302413,FADD,GO Biological Process
CellMarker_2024,Endothelial Cell Blood Vessel Mouse,1/38,0.1215003854533458,0.1965006233875099,0,0,8.025413473174668,16.916270230507074,SPRR2B,CellMarker
Cancer_Cell_Line_Encyclopedia,SNU324 PANCREAS,2/58,0.0166571457140209,0.1971741201962014,0,0,10.755411255411255,44.04250544933113,SLC34A2;MUC5B,Cancer Cell Line Encyclopedia
GO_Biological_Process_2023,Protein Localization (GO:0008104),3/351,0.1172256148712125,0.1985987221014013,0,0,2.5973474801061007,5.567816571688882,ANO1;CSRP3;CTTN,GO Biological Process
CellMarker_2024,Goblet Cell Large Intestine Human,1/39,0.1244929653895161,0.1988851032442269,0,0,7.813825608798115,16.280153066858286,MUC5B,CellMarker
GO_Biological_Process_2023,Calcium Ion Import Across Plasma Membrane (GO:0098703),1/37,0.1184977275216925,0.2000663687266932,0,0,8.248756218905474,17.593454526083946,CACNA1S,GO Biological Process
PanglaoDB_Augmented_2021,Juxtaglomerular Cells,2/103,0.04802997914352,0.2005957952464662,0,0,5.94989498949895,18.06346408586769,ANO1;DES,PanglaoDB
Cancer_Cell_Line_Encyclopedia,CL14 LARGE INTESTINE,3/161,0.0175187526479849,0.2008720207276139,0,0,5.776241480038949,23.36191273361971,TNNC1;MYL2;LTF,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH1650 LUNG,2/60,0.0177588230505749,0.2008720207276139,0,0,10.383490073145246,41.85452784289615,SPINK6;TNNC1,Cancer Cell Line Encyclopedia
GO_Biological_Process_2023,Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123),2/175,0.119436461731878,0.2009630567707026,0,0,3.4610264494657557,7.3545799700984755,FADD;LTF,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Cation Channel Activity (GO:2001259),1/38,0.1215003854533458,0.2016824580084158,0,0,8.025413473174668,16.916270230507074,TRDN,GO Biological Process
GO_Biological_Process_2023,Response To Transforming Growth Factor Beta (GO:0071559),1/38,0.1215003854533458,0.2016824580084158,0,0,8.025413473174668,16.916270230507074,ANKRD1,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Bone Mineralization (GO:0030501),1/38,0.1215003854533458,0.2016824580084158,0,0,8.025413473174668,16.916270230507074,LTF,GO Biological Process
GO_Biological_Process_2023,Regulation Of Intracellular Transport (GO:0032386),1/38,0.1215003854533458,0.2016824580084158,0,0,8.025413473174668,16.916270230507074,MYL1,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062208),1/39,0.1244929653895161,0.2052676653412422,0,0,7.813825608798115,16.280153066858286,LTF,GO Biological Process
GO_Biological_Process_2023,Regulation Of Monoatomic Cation Transmembrane Transport (GO:1904062),1/39,0.1244929653895161,0.2052676653412422,0,0,7.813825608798115,16.280153066858286,BPIFA1,GO Biological Process
GO_Biological_Process_2023,Retinoid Metabolic Process (GO:0001523),1/40,0.1274755006404551,0.2080974232309416,0,0,7.6130884041331806,15.6816761453018,ADH7,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Myeloid Leukocyte Differentiation (GO:0002763),1/40,0.1274755006404551,0.2080974232309416,0,0,7.6130884041331806,15.6816761453018,FADD,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Insulin Secretion (GO:0032024),1/40,0.1274755006404551,0.2080974232309416,0,0,7.6130884041331806,15.6816761453018,ANO1,GO Biological Process
GO_Cellular_Component_2023,Endocytic Vesicle Lumen (GO:0071682),1/21,0.0690569798213239,0.20972860538328,0,0,14.859701492537312,39.71735668720526,LTF,GO Cellular Component
GO_Biological_Process_2023,Positive Regulation Of Response To Biotic Stimulus (GO:0002833),1/41,0.1304480244280874,0.2115489343521285,0,0,7.422388059701492,15.117774608767611,FADD,GO Biological Process
GO_Biological_Process_2023,Detection Of Chemical Stimulus Involved In Sensory Perception Of Bitter Taste (GO:0001580),1/41,0.1304480244280874,0.2115489343521285,0,0,7.422388059701492,15.117774608767611,PIGR,GO Biological Process
Cancer_Cell_Line_Encyclopedia,OVISE OVARY,3/168,0.0195899081411738,0.2121545371033505,0,0,5.529230769230769,21.745031085472768,SLC34A2;UPK1B;KRT24,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,MOGGUVW CENTRAL NERVOUS SYSTEM,2/63,0.0194677024405894,0.2121545371033505,0,0,9.871336313959263,38.88317865399663,SLN;MYL1,Cancer Cell Line Encyclopedia
Reactome_2022,Regulation Of TNFR1 Signaling R-HSA-5357905,1/35,0.1124620438492114,0.2146222210862814,0,0,8.734855136084285,19.08687700448831,FADD,Reactome Pathways
CellMarker_2024,Astrocyte Brain Mouse,4/582,0.1360272379342242,0.2146935924022094,0,0,2.0927768166089966,4.174880752662036,GSTM1;CKM;MYL1;PPFIA1,CellMarker
GO_Biological_Process_2023,Sensory Perception Of Bitter Taste (GO:0050913),1/42,0.1334105698458863,0.2149392514183725,0,0,7.240990171095741,14.585699665663611,PIGR,GO Biological Process
GO_Biological_Process_2023,Monoatomic Cation Transport (GO:0006812),1/42,0.1334105698458863,0.2149392514183725,0,0,7.240990171095741,14.585699665663611,ANO1,GO Biological Process
Reactome_2022,Aberrant Regulation Of Mitotic Cell Cycle Due To RB1 Defects R-HSA-9687139,1/36,0.1154849581798632,0.2154570115295955,0,0,8.484861407249467,18.315549019302413,CCND1,Reactome Pathways
Reactome_2022,Glutathione Conjugation R-HSA-156590,1/36,0.1154849581798632,0.2154570115295955,0,0,8.484861407249467,18.315549019302413,GSTM1,Reactome Pathways
Reactome_2022,Signaling By FGFR1 In Disease R-HSA-5655302,1/36,0.1154849581798632,0.2154570115295955,0,0,8.484861407249467,18.315549019302413,FGF4,Reactome Pathways
GO_Biological_Process_2023,Positive Regulation Of Protein Phosphorylation (GO:0001934),3/377,0.1368550672615903,0.2155576618529202,0,0,2.413574660633484,4.800196489727134,CCND1;FGF3;FGF4,GO Biological Process
GO_Biological_Process_2023,Defense Response To Virus (GO:0051607),2/189,0.1353272355376895,0.2155576618529202,0,0,3.199643493761141,6.399477259656181,BPIFA1;FADD,GO Biological Process
GO_Biological_Process_2023,Endocytosis (GO:0006897),2/189,0.1353272355376895,0.2155576618529202,0,0,3.199643493761141,6.399477259656181,CTTN;MYL1,GO Biological Process
GO_Biological_Process_2023,Learning (GO:0007612),1/43,0.1363631698897331,0.2155576618529202,0,0,7.068230277185501,14.082979394345454,SHANK2,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of T Cell Mediated Immunity (GO:0002711),1/43,0.1363631698897331,0.2155576618529202,0,0,7.068230277185501,14.082979394345454,FADD,GO Biological Process
GO_Biological_Process_2023,Skeletal System Morphogenesis (GO:0048705),1/43,0.1363631698897331,0.2155576618529202,0,0,7.068230277185501,14.082979394345454,LTF,GO Biological Process
GO_Biological_Process_2023,Intracellular Monoatomic Cation Homeostasis (GO:0030003),2/190,0.1364802257051114,0.2155576618529202,0,0,3.1824629271437783,6.338115327368072,CSRP3;TRDN,GO Biological Process
GO_Biological_Process_2023,Bone Development (GO:0060348),1/44,0.1393058574657912,0.2173347712994781,0,0,6.9035057271780635,13.607385194038669,LTF,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001961),1/44,0.1393058574657912,0.2173347712994781,0,0,6.9035057271780635,13.607385194038669,FADD,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Osteoblast Differentiation (GO:0045669),1/44,0.1393058574657912,0.2173347712994781,0,0,6.9035057271780635,13.607385194038669,LTF,GO Biological Process
GO_Biological_Process_2023,Regulation Of Cell Differentiation (GO:0045595),2/193,0.1399525174977682,0.2176548615974755,0,0,3.1320006346184357,6.158929145691244,PRAME;KLHL41,GO Biological Process
GO_Biological_Process_2023,Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173),1/45,0.1422386653344871,0.2177753478568389,0,0,6.746268656716418,13.156902962469523,PIGR,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Innate Immune Response (GO:0045089),1/45,0.1422386653344871,0.2177753478568389,0,0,6.746268656716418,13.156902962469523,FADD,GO Biological Process
GO_Biological_Process_2023,Zymogen Activation (GO:0031638),1/45,0.1422386653344871,0.2177753478568389,0,0,6.746268656716418,13.156902962469523,FADD,GO Biological Process
GO_Biological_Process_2023,Detection Of Chemical Stimulus Involved In Sensory Perception Of Taste (GO:0050912),1/45,0.1422386653344871,0.2177753478568389,0,0,6.746268656716418,13.156902962469523,PIGR,GO Biological Process
GO_Biological_Process_2023,Negative Regulation Of Response To Biotic Stimulus (GO:0002832),1/45,0.1422386653344871,0.2177753478568389,0,0,6.746268656716418,13.156902962469523,LTF,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Protein Metabolic Process (GO:0051247),2/196,0.1434442101464627,0.2189411628551272,0,0,3.08309903155264,5.9867897521058895,FADD;ASB5,GO Biological Process
Reactome_2022,NCAM1 Interactions R-HSA-419037,1/37,0.1184977275216925,0.2194402361512824,0,0,8.248756218905474,17.593454526083946,CACNA1S,Reactome Pathways
GO_Biological_Process_2023,Epithelial Cell Migration (GO:0010631),1/46,0.1451616261787413,0.2201990206342138,0,0,6.596019900497512,12.729708236779256,KRT2,GO Biological Process
GO_Biological_Process_2023,T Cell Differentiation (GO:0030217),1/46,0.1451616261787413,0.2201990206342138,0,0,6.596019900497512,12.729708236779256,FADD,GO Biological Process
GO_Cellular_Component_2023,Cul2-RING Ubiquitin Ligase Complex (GO:0031462),1/23,0.0753834075225752,0.2207656934589704,0,0,13.507462686567164,34.919061481317286,PRAME,GO Cellular Component
CellMarker_2024,Brush Cell (Tuft Cell) Intestinal Crypt Mouse,2/195,0.1422782026803828,0.2218862446563112,0,0,3.0992306484534464,6.043409776008359,PIGR;GSTM1,CellMarker
Reactome_2022,Diseases Of Mitotic Cell Cycle R-HSA-9675126,1/38,0.1215003854533458,0.2233462967892386,0,0,8.025413473174668,16.916270230507074,CCND1,Reactome Pathways
PanglaoDB_Augmented_2021,Cardiac Stem And Precursor Cells,2/113,0.0566311064322393,0.2233782531493885,0,0,5.4111384111384115,15.536443621202164,CCND1;ANKRD1,PanglaoDB
CellMarker_2024,Olfactory Ensheathing Glia Brain Mouse,1/46,0.1451616261787413,0.2237196826990014,0,0,6.596019900497512,12.729708236779256,MYBPC1,CellMarker
Reactome_2022,Signaling By FGFR3 R-HSA-5654741,1/39,0.1244929653895161,0.2255307344012972,0,0,7.813825608798115,16.280153066858286,FGF4,Reactome Pathways
Reactome_2022,Transcriptional Regulation By VENTX R-HSA-8853884,1/39,0.1244929653895161,0.2255307344012972,0,0,7.813825608798115,16.280153066858286,CCND1,Reactome Pathways
GO_Biological_Process_2023,Organic Substance Transport (GO:0071702),2/201,0.1493048158767514,0.2257891847461303,0,0,3.0048728490939545,5.714562971156946,SLN;CACNA1S,GO Biological Process
GO_Biological_Process_2023,Cytoplasmic Microtubule Organization (GO:0031122),1/48,0.1509781369528721,0.2269275046273352,0,0,6.314703080342966,11.938705459864398,TRDN,GO Biological Process
GO_Biological_Process_2023,Cellular Response To Mechanical Stimulus (GO:0071260),1/48,0.1509781369528721,0.2269275046273352,0,0,6.314703080342966,11.938705459864398,FADD,GO Biological Process
Reactome_2022,Signaling By FGFR4 R-HSA-5654743,1/40,0.1274755006404551,0.2276348225722413,0,0,7.6130884041331806,15.6816761453018,FGF4,Reactome Pathways
Reactome_2022,Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314,2/182,0.1273213690399559,0.2276348225722413,0,0,3.3252525252525253,6.853481536772197,CHRND;ACTN2,Reactome Pathways
GO_Biological_Process_2023,Defense Response To Bacterium (GO:0042742),2/204,0.1528446769600423,0.2284902819052051,0,0,2.95979597959796,5.559482628989288,BPIFA1;LTF,GO Biological Process
GO_Biological_Process_2023,Negative Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903556),1/49,0.1538717517089819,0.2284902819052051,0,0,6.182835820895522,11.572016896560733,LTF,GO Biological Process
GO_Biological_Process_2023,Negative Regulation Of DNA Metabolic Process (GO:0051053),1/49,0.1538717517089819,0.2284902819052051,0,0,6.182835820895522,11.572016896560733,ANKRD1,GO Biological Process
GO_Biological_Process_2023,Regulation Of Cell Communication (GO:0010646),1/49,0.1538717517089819,0.2284902819052051,0,0,6.182835820895522,11.572016896560733,TRDN,GO Biological Process
Cancer_Cell_Line_Encyclopedia,LOVO LARGE INTESTINE,2/69,0.0230828770826961,0.2303761653939673,0,0,8.984622342831297,33.86002446746899,SPINK7;SPINK6,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,CAL29 URINARY TRACT,2/69,0.0230828770826961,0.2303761653939673,0,0,8.984622342831297,33.86002446746899,SPRR3;UPK1B,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,RERFLCAD2 LUNG,2/68,0.02246243390249,0.2303761653939673,0,0,9.12121212121212,34.623309145572826,SPRR3;UPK1B,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HT1376 URINARY TRACT,3/177,0.0224438335326234,0.2303761653939673,0,0,5.240848806366047,19.89813703796136,SPRR3;UPK1B;KRT24,Cancer Cell Line Encyclopedia
GO_Cellular_Component_2023,Cell-Cell Junction (GO:0005911),3/299,0.0816699189731661,0.2309287364068835,0,0,3.0617463617463616,7.669887530841718,MYH2;DES;NRAP,GO Cellular Component
Reactome_2022,Signaling By Retinoic Acid R-HSA-5362517,1/41,0.1304480244280874,0.2312908234540556,0,0,7.422388059701492,15.117774608767611,ADH7,Reactome Pathways
GO_Biological_Process_2023,Positive Regulation Of Transport (GO:0051050),1/50,0.1567556490806558,0.2313788472956986,0,0,6.0563508985683825,11.222824361971773,MYL1,GO Biological Process
GO_Biological_Process_2023,Plasma Membrane Bounded Cell Projection Morphogenesis (GO:0120039),1/50,0.1567556490806558,0.2313788472956986,0,0,6.0563508985683825,11.222824361971773,CTTN,GO Biological Process
CellMarker_2024,Neutrophil Blood Human,1/49,0.1538717517089819,0.2316919479755935,0,0,6.182835820895522,11.572016896560733,LTF,CellMarker
CellMarker_2024,Smooth Muscle Cell Brain Mouse,1/49,0.1538717517089819,0.2316919479755935,0,0,6.182835820895522,11.572016896560733,ANO1,CellMarker
GO_Biological_Process_2023,Positive Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001912),1/51,0.1596298612054366,0.2342188142091674,0,0,5.9349253731343286,10.889979796219908,FADD,GO Biological Process
GO_Biological_Process_2023,Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051279),1/51,0.1596298612054366,0.2342188142091674,0,0,5.9349253731343286,10.889979796219908,TRDN,GO Biological Process
Cancer_Cell_Line_Encyclopedia,HT1197 URINARY TRACT,3/183,0.0244660555548177,0.2349664580641935,0,0,5.064615384615385,18.792096404643026,SPRR3;UPK1B;KRT24,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH1623 LUNG,3/182,0.0241223722948407,0.2349664580641935,0,0,5.093167168027503,18.970089674092613,SPINK6;HORMAD1;TRDN,Cancer Cell Line Encyclopedia
GO_Biological_Process_2023,Regulation Of Proteolysis (GO:0030162),1/52,0.1624944201180422,0.2356169091711613,0,0,5.818261633011414,10.572430795578446,FADD,GO Biological Process
GO_Biological_Process_2023,Cartilage Development (GO:0051216),1/52,0.1624944201180422,0.2356169091711613,0,0,5.818261633011414,10.572430795578446,FGF4,GO Biological Process
GO_Biological_Process_2023,Fatty Acid Oxidation (GO:0019395),1/52,0.1624944201180422,0.2356169091711613,0,0,5.818261633011414,10.572430795578446,ADH7,GO Biological Process
GO_Biological_Process_2023,Cell Cycle G1/S Phase Transition (GO:0044843),1/52,0.1624944201180422,0.2356169091711613,0,0,5.818261633011414,10.572430795578446,CCND1,GO Biological Process
GO_Biological_Process_2023,Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904029),1/53,0.1653493578016362,0.2362818359310338,0,0,5.7060849598163035,10.269210993651246,CCND1,GO Biological Process
GO_Biological_Process_2023,Negative Regulation Of Viral Genome Replication (GO:0045071),1/53,0.1653493578016362,0.2362818359310338,0,0,5.7060849598163035,10.269210993651246,LTF,GO Biological Process
GO_Biological_Process_2023,Cellular Response To Alcohol (GO:0097306),1/53,0.1653493578016362,0.2362818359310338,0,0,5.7060849598163035,10.269210993651246,MYL1,GO Biological Process
GO_Biological_Process_2023,Negative Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000117),1/53,0.1653493578016362,0.2362818359310338,0,0,5.7060849598163035,10.269210993651246,LTF,GO Biological Process
GO_Biological_Process_2023,Actin Cytoskeleton Reorganization (GO:0031532),1/53,0.1653493578016362,0.2362818359310338,0,0,5.7060849598163035,10.269210993651246,CTTN,GO Biological Process
GO_Biological_Process_2023,ERBB Signaling Pathway (GO:0038127),1/54,0.168194706014656,0.2389625073925805,0,0,5.598141368628555,9.979431577576143,PIGR,GO Biological Process
GO_Biological_Process_2023,Endoplasmic Reticulum Organization (GO:0007029),1/54,0.168194706014656,0.2389625073925805,0,0,5.598141368628555,9.979431577576143,TRDN,GO Biological Process
PanglaoDB_Augmented_2021,Goblet Cells,2/122,0.0647947693408217,0.242127822273597,0,0,5.003030303030303,13.690944511015363,PIGR;MUC5B,PanglaoDB
Cancer_Cell_Line_Encyclopedia,CORL311 LUNG,4/329,0.0257129981156769,0.2423688155718438,0,0,3.770576923076923,13.803172092979471,MYBPC2;KRT2;MYH8;SHANK2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,SUPM2 HAEMATOPOIETIC AND LYMPHOID TISSUE,4/331,0.0262155883415755,0.2426133539247627,0,0,3.747133027522936,13.644814216877936,UPK1B;MYBPC2;CACNA1S;TRDN,Cancer Cell Line Encyclopedia
